actual_time,area,num_people,date,time_index,kind,area_type,num_people_prev_1min,n_eff,wait_time_min
2025-09-14 04:45:00,A,0,2025-09-14,285,actual,checkin,0.0,0.0,1.5
2025-09-14 04:46:00,A,1,2025-09-14,286,actual,checkin,0.0,0.7,1.54
2025-09-14 04:47:00,A,0,2025-09-14,287,actual,checkin,1.0,0.3,1.52
2025-09-14 04:48:00,A,0,2025-09-14,288,actual,checkin,0.0,0.0,1.5
2025-09-14 04:49:00,A,0,2025-09-14,289,actual,checkin,0.0,0.0,1.5
2025-09-14 04:50:00,A,0,2025-09-14,290,actual,checkin,0.0,0.0,1.5
2025-09-14 04:51:00,A,0,2025-09-14,291,actual,checkin,0.0,0.0,1.5
2025-09-14 04:52:00,A,1,2025-09-14,292,actual,checkin,0.0,0.7,1.54
2025-09-14 04:53:00,A,0,2025-09-14,293,actual,checkin,1.0,0.3,1.52
2025-09-14 04:54:00,A,0,2025-09-14,294,actual,checkin,0.0,0.0,1.5
2025-09-14 04:55:00,A,0,2025-09-14,295,actual,checkin,0.0,0.0,1.5
2025-09-14 04:56:00,A,1,2025-09-14,296,actual,checkin,0.0,0.7,1.54
2025-09-14 04:57:00,A,0,2025-09-14,297,actual,checkin,1.0,0.3,1.52
2025-09-14 04:58:00,A,1,2025-09-14,298,actual,checkin,0.0,0.7,1.54
2025-09-14 04:59:00,A,0,2025-09-14,299,actual,checkin,1.0,0.3,1.52
2025-09-14 05:00:00,A,0,2025-09-14,300,actual,checkin,0.0,0.0,1.5
2025-09-14 05:01:00,A,1,2025-09-14,301,actual,checkin,0.0,0.7,1.54
2025-09-14 05:02:00,A,1,2025-09-14,302,actual,checkin,1.0,1.0,1.56
